offerid	clusterid	size	productname	brand	description	id1	id2	id3	price	currency
savingslots_249	cluster_22351	14	Dell LATI54918XW29 14 i5 8400h 8gb 256gb	Dell	"dell latitude 5491. 14inch fhd wva (1920 x 1080) anti-glare non-touch, camera & microphone, wlan/wwan capable. 8th generation intel core? i5-8400h processor (4 core, 8m cache, 2.5ghz, 45w, vpro). 8gb, 1x8gb, 2"	8.84116E+11	V1P80UT	V1P80UT	1435	USD
savingslots_252	cluster_22603	14	Lenovo 20L5000UUS Ts t480 8gb 256gb w10p	Lenovo	"thinkpad t480, intel core i7-8550u (1.80ghz, 8mb), 14.0 1920x1080, windows 10 pro 64, 8.0gb, 1x256gb ssd pcie, intel uhd 620, bluetooth 4.1, 720p hd camera, 3 year depotweight: 5.55 (lbs)"	1.9233E+11	T6F46UT	T6F46UT	1427	USD
savingslots_254	cluster_22222	6	HP 3RS38UT 15.6 eb850g5 i57300u 256gb 8g	HP	"hp smartbuy eb850g5 i5-7300u 15 8gb/256 pc intel i5-7300u, 15.6 fhd ag led uwva, uma, webcam, 8gb ddr4, 256gb ssd, ac+bt, 3c batt, w10 pro64, 1yr wrty+ u.s. - english localizationweight: 5.75 (lbs)"	1.92545E+11	4PY43UT	4PY43UT	1426	USD
savingslots_267	cluster_22602	14	Lenovo 81HG001HUS Legion y730 17.3 i5 16gb 1tb	Lenovo	cycle 2 2018 lenovo legion y730-17ich 17.3inch (fhd) core i5-8300h 16gb 1tb + 128gb nvidia geforce gtx 1050ti windows 10 home 802.11ac blackweight: 11 (lbs)	1.93125E+11	1GE40UT	1GE40UT	1391	USD
savingslots_268	cluster_22512	8	HP 1BS95UT 1030 g2 i57200u 13 8g 128gb	HP	"hp smartbuy elitebook x360 1030 g2 i5-7200u 13 8gb/128 pc core i5-7200u, 13.3 fhd bv led uwva, uma, webcam, 8gb ddr4 ram, 128gb ssd, bt, 3c battery, win 10 pro 64, 1yr warranty u.s. - english localizationwei"	1.90781E+11	LATI54904KM6X	LATI54904KM6X	1389	USD
savingslots_272	cluster_22443	9	Dell LATI5590K7G13 15.6 i7 8650u 8gb 256gb ssd	Dell	"intel core i7-8650u ( quad core, 8m cache, 1.9ghz,15w, vpro), m.2 256gb sata class 20 solid state drive, 8gb, 1x8gb, 2400mhz ddr4 non-ecc, windows 10 pro 64bit english, french, spanish, 15.6inch fhd wva (1920 x"	8.84116E+11	I75775241BLK	I75775241BLK	1378	USD
savingslots_273	cluster_22484	8	HP V1P90UT 1040 g3 i5 6200u 14 8gb 256gb	HP	"promo hp elitebook 1040 g3, i5-6200u processor (2.3 ghz, 3mb cache),8gb, 2133ssd 256 gb m2 tlc, 14.0 led fhd sva (1920x1080)uma: hd 5200, no optical, 802.11 a/b/g/n/ac + bt4.1,bt, sc+tpm+fs720p hd webcam, wi"	8.89899E+11	LATI52902NK6Y	LATI52902NK6Y	1377	USD
savingslots_281	cluster_22563	10	HP 2LU39UT Zb14ug4 i77500u 8g 256gb 14	HP	"hp smartbuy zb14ug4 i7-7500u 14 8gb/256 pc intel i7-7500u, 14.0 fhd led sva ts, dsc, webcam, 8gb ddr4, 256gb ssd, ac+bt, 3c batt, fpr, w10 pro64, 3yr wrty+ u.s. - english localizationweight: 5.8 (lbs)"	1.91629E+11	81EM000AUS	81EM000AUS	1365	USD
savingslots_283	cluster_22493	8	ASUS P5440UFXB74 14  i7-8550u 16gb 512gb win10	ASUS	"p-series grey no touch screen 14.0inch fhd (1920*1080), matte intel core i7-8550u 1.8ghz (turbo up to 4ghz) n/a 16gb ddr4 1x socket (one slot installed w/8gb) + [8gb on board] nvidia geforce mx130 2gb gddr5 512"	1.92876E+11	2UA28UT	2UA28UT	1359	USD
savingslots_286	cluster_22266	6	Dell LATI7490W2W1D 14.1 hd i5 8350u 8gb 126gb m2	Dell	"intel core i5-8350u processor (quad core, 6m cache, 1.7ghz,15w, vpro), m.2 128gb sata class 20 solid state drive, 8gb, 1x8gb, 2400mhz ddr4 memory, windows 10 pro 64bit english, french, spanish, 14.1inch hd (136"	8.84116E+11	I75775265BLK	I75775265BLK	1342	USD
savingslots_288	cluster_22298	7	HP 1BS49UT 850ebg4 i57300u 8g 256gb 15.6	HP	"hp smartbuy elitebook 850 g4, intel core i5-7300u (2.6 ghz, 3 mb cache), 8gb, 2133 1d,ssd 256 gb m2 tlc sed, 15.6 led fhd sva ag, uma: hd 620, no optical, 802.11 a/b/g/n/ac 2x2 +bt 4.2, bt, sc+tpm+fs720p hd"	1.90781E+11	GL503GEES52	GL503GEES52	1323	USD
savingslots_298	cluster_22511	9	HP 3YG31UT 15.6 650g4 i58250u 8gb/256 lt	HP	"hp smartbuy probook 650g4 i5-8250u 15 8gb/256 ltea pc intel i5-8250u, 15.6 fhd ag led uwva, uma, webcam, 8gb ddr4, 256gb ssd, dvd+/-rw, ac+bt, ltea, 3c batt, fpr, w10 pro64, 3yr wrty+ u.s. - english localiza"	1.92545E+11	1BS46UT	1BS46UT	1285	USD
savingslots_308	cluster_22560	9	HP 4JB90UT 745g5 r7-2700u 14 8gb/256 pc	HP	"hp eb745g5 r7-2700u 14 8gb/256 pc amd r7-2700u, 14.0 fhd ag led uwva, uma, webcam, 8gb ddr4, 256gb ssd, ac+bt, 3c batt, fpr, w10 pro64, 3yr wrty+3yrnbdonsite u.s. - english localizationweight: 5 (lbs)"	1.92546E+11	80YQ0007US	80YQ0007US	1251	USD
savingslots_314	cluster_22351	14	HP V1P80UT 15.6 650 g2 i7-6600u 8g  256g	HP	"hp smartbuy probook 650 g2, i7-6600u processor (2.6 ghz, 4mb cache),8gb, 2133 ssd 256 gb m2 tlc, 15.6inch led fhd sva ag, uma: hd 5200, dvd rw, 802.11 a/b/g/n + bt4.1,bt, sc+tpm+fs720p hd webcam, win7pro 64 wit"	8.89895E+11	81DJ0000US	81DJ0000US	1238	USD
savingslots_323	cluster_22304	7	HP 4HZ54UT 755g5 r7-2700u 15 8gb/256 pc	HP	"hp eb755g5 r7-2700u 15 16gb/512 pc amd r7-2700u, 15.6 fhd ag led uwva, uma, webcam, 16gb ddr4, 512gb ssd, ac+bt, 3c batt, fpr, w10 pro64, 3yr wrty+3yrnbdonsiteweight: 6.05 (lbs)"	1.92546E+11	W0T02UT	W0T02UT	1221	USD
savingslots_329	cluster_22541	9	HP 4JB95UT 745g5 r7-2700u 14 8gb/256 pc	HP	"hp eb745g5 r7-2700u 14 8gb/256 pc amd r7-2700u, 14.0 fhd ag led uwva, uma, webcam, 8gb ddr4, 256gb ssd, ac+bt, 3c batt, fpr, w10 pro64, 3yr wrty+3yrnbdonsite u.s. - english localizationweight: 5.1 (lbs)"	1.92546E+11	K570UDDS74	K570UDDS74	1201	USD
savingslots_331	cluster_22274	9	Lenovo 81AC003EUS Ip 720s 15.6 i5 8gb 256gb	Lenovo	cycle 2 2018 ideapad 720s-15ikb 15.6inch (fhd) core i5-7300hq 8gb 256gb nvidia geforce gtx 1050 ti windows 10 pro 802.11ac iron greyweight: 8.15 (lbs)	1.93125E+11	13AH0010NR	13AH0010NR	1194	USD
savingslots_332	cluster_22602	14	HP 1GE40UT 840ebg4 i57200u 8g 256gb 14	HP	"hp smartbuy elitebook 840 g4, intel core i5-7200u (2.5 ghz, 3 mb cache), 8gb, 2133 1d,ssd 256 gb m2 tlc, pcie14.0 led hd sva ag, uma: hd 620, no optical, 802.11 a/b/g/n/ac 2x2 +bt 4.2, bt, sc+tpm720p hd webc"	1.90781E+11	UX331FNDH51T	UX331FNDH51T	1194	USD
savingslots_337	cluster_22443	9	Dell I75775241BLK 15.6 i5  7300hq 8gb 128gb 1tb	Dell	"15.6-inch fhd (1920 x 1080) ips anti-glare led-backlit display. 7th generation intel core i5-7300hq quad core (6 mb cache , up to 3.5 ghz). windows 10 home 64-bit english. 8gb 2400mhz ddr4 up to [32gb], (add"	8.84116E+11	81EM0009US	81EM0009US	1184	USD
savingslots_348	cluster_22043	7	HP 2UA28UT 470 i78550u 17.3 16g 256gb	HP	"hp smartbuy pb470g5 i7-8550u 17 16gb/256 pc intel i7-8550u, 17.3 fhd ag led uwva, dsc, webcam, 16gb ddr4, 256gb ssd, ac+bt, 3c batt, fpr, w10 pro64, 1yr wrty u.s. - english localizationweight: 7.1 (lbs)"	1.92018E+11	81FK009UUS	81FK009UUS	1164	USD
savingslots_353	cluster_22251	6	ASUS GL503GEES52 15.6 fhd i5 8300h 8gb 128gb	ASUS	"dragonscale imr (rog hero edition) no touch screen 15.6inch fhd (1920*1080), matte, 120hz intel core i5-8300h 2.3ghz (turbo up to 4ghz) mobile intel hm370 express chipsets 8gb ddr4 2x socket (one slot installed"	8.8935E+11	BELLW19B	BELLW19B	1150	USD
savingslots_36	cluster_22533	12	Lenovo 20KH002RUS Ts x1c gen6 i7 16gb 512gb	Lenovo	"thinkpad x1 carbon 6th generation, intel core i7-8650u (1.90ghz, 8mb), 14.0 2560x1440, windows 10 pro 64, 16.0gb, 1x512gb ssd pcie, intel uhd 620, bluetooth 4.1, ir & hd 720p, 3 cell li-polymer, 3 year depot"	1.92159E+11	20LD001DUS	20LD001DUS	2262	USD
savingslots_363	cluster_22511	9	HP 1BS46UT 850ebg4 i57200u 8g 256gb 15.6	HP	"hp elitebook 850 g4, intel core i5-7200u (2.5 ghz, 3 mb cache), 8gb, 2133 1d,ssd 256 gb m2 tlc, pcie15.6 led hd sva ag, uma: hd 620, no optical, 802.11 a/b/g/n/ac 2x2 +bt 4.2, bt, sc+tpm720p hd webcam, win10"	1.90781E+11	81HA0004US	81HA0004US	1120	USD
savingslots_37	cluster_22467	8	HP 2UE51UT 1020ebg2 i77600u 16g 512g 12.5	HP	"promo hp elitebook x360 1020 g2, intel core i7-7600u (2.8 ghz, 4 mb cache), 16gb, 2133ssd 512 gb m2 tlc, pcie12.5inch fhd (1920x1080) sure view tsuma: hd 620, no optical, 802.11 a/b/g/n/ac 2x2 +bt 4.2, bt, tpm"	1.92018E+11	20KF002TUS	20KF002TUS	2226	USD
savingslots_378	cluster_22559	14	Lenovo 80NW0030US Y700 touch 15.6 i7 16gb 256gb	Lenovo	y700 touch-15isk 15.6inch (uhd) touch / core i7-6700hq / 16gb / 256gb / nvidia geforce gtx 960m / windows 10 home / 802.11acweight: 9.95 (lbs)	1.90725E+11	20L5004HUS	20L5004HUS	1071	USD
savingslots_379	cluster_22587	13	Lenovo 81DJ0000US Ip 330 touch i7 16gb 16gb 1tb	Lenovo	"cycle 1 2018 ideapad 330-15 touch, 15.6inch hd (1366x768), touch, i7-8550u, 16gb ddr4, 16gb-optane ssd, 1tb 5400 hdd, dvdrw, nv geforce mx150-4gb, windows 10 home, 802.11ac, 2xusb 3.0, 1x type c(usb3.0), 720p h"	1.9233E+11	UX331UADS71	UX331UADS71	1070	USD
savingslots_381	cluster_22461	9	Dell LATI5490FWFWM 14 i5 8350u 8gb 500gb sata	Dell	"intel core i5-8350u (quad core, 6m cache, 1.7ghz,15w, vpro), 2.5inch 500gb sata 7200 rpm hard drive, 8gb, 1x8gb, 2400mhz ddr4 non-ecc, windows 10 pro 64bit english, french, spanish, 14inch fhd wva (1920 x 1080) no"	8.84116E+11	UX461UADS51T	UX461UADS51T	1070	USD
savingslots_385	cluster_22605	20	Acer TMP2510G2M891A 15.6 ci78550 8g 256ssd w10p	Acer	"acer travelmate tmp2510 15.6inch 1920x1080 display, intel core i7-8550u cpu, 8gb ram, 256gb ssd, windows 10 proweight: 6.7 (lbs)"	1.91115E+11	15CX0030NR	15CX0030NR	1061	USD
savingslots_389	cluster_22204	6	HP V1H59UT Zbk3 15 i5 6200u 500g 4g w7 10	HP	"zbook3 15u i5-6200u 15.6 4gb/500 pc core i5-6200u, 15.6 fhd ag led sva, dsc, 4gb ddr4 ram, 500gb hdd, bt, 3c battery, fpr, win 10 pro 64 dg win 7 64, 3yr warranty u.s. - english localizationweight: 6.75 (lbs"	8.89895E+11	SP51352N52VV	SP51352N52VV	1048	USD
savingslots_393	cluster_22568	10	HP V1P79UT 15.6 650 g2 i5-6300u 8g 500gb	HP	"hp smartbuy probook 650 g2, i5-6300u processor (2.4 ghz, 3mb cache),8gb, 2133 500gb 7200 2.5inch, 15.6inch led fhd sva ag, uma: hd 5200, dvd rw, 802.11 a/b/g/n + bt4.1,bt, sc+tpm+fs720p hd webcam, win7pro 64 with"	8.89895E+11	TMP459M782M	TMP459M782M	1045	USD
savingslots_40	cluster_22524	8	HP 1JD35UT Zbk15g4 i77820hq 16g 512g sa	HP	"hp smartbuy zbook 15 g4 i7-7820hq 15 16gb/512 pc core i7-7820hq, 15.6 fhd ag led sva, uma, 16gb ddr4 ram, 512gb turbo drive, bt, 9c battery, fpr, win 10 pro 64, 3yr warranty u.s. - english localizationweight"	1.90782E+11	1NL40UT	1NL40UT	2225	USD
savingslots_401	cluster_22562	12	HP 4PY45UT Pb360 440g1 i58250u 8g 256g 14	HP	"hp smartbuy pb360440g1 i5-8250u 14 8gb/256 pc intel i5-8250u, 14.0 fhd led uwva ts, uma, webcam, 8gb ddr4, 256gb ssd, ac+bt, 3c batt, w10 pro64, 1yr wrty u.s. - english localizationweight: 5.1 (lbs)"	1.92546E+11	81EM0008US	81EM0008US	1026	USD
savingslots_408	cluster_22520	18	Lenovo 81JB0004US Ip 730s 13.3 i5 8gb 256gb	Lenovo	cycle 2 2018 ideapad 730s-13iwl 13.3inch (fhd) core i5-8265u 8gb 256gb intel uhd graphics 615 windows 10 home 802.11ac iron greyweight: 5.1 (lbs)	1.93125E+11	1BS16UT	1BS16UT	1017	USD
savingslots_414	cluster_22136	6	Lenovo 81CA000UUS Ip flex 5 15.6 i7 8gb 256gb	Lenovo	"cycle 2 2018 flex 5-15, 15.6inch fhd ips (1920x1080), touch, i7-8550u, 8gb ddr4, 256gb ssd, no hdd, no odd, nv geforce mx130 2gb graphics, windows 10 home, 2x2 ac, 2x usb 3.0, 1x type c 3.1, hdmi 1.4, 720p hd c"	1.92331E+11	1FY16US	1FY16US	995	USD
savingslots_43	cluster_22188	6	Lenovo 20KH002JUS Ts x1c gen6 i7 16gb 512gb	Lenovo	"thinkpad x1 carbon 6th generation, intel core i7-8650u (1.90ghz, 8mb), 14.0 1920x1080 multitouch, windows 10 pro 64, 16.0gb, 1x512gb ssd pcie, intel uhd 620, bluetooth 4.1, 720p camera, 3 cell li-polymer, 3"	1.92159E+11	1BS97UT	1BS97UT	2201	USD
savingslots_433	cluster_22175	6	Acer SF51452TP52LH 14 ci58250u 8g 256ssd w10p	Acer	"acer swift 5 - 14inch fhd display, intel core i5 8250u cpu, 8gb ram, 256gb ssd, windows 10 pro - dark blueweight: 4.2 (lbs)"	1.91115E+11	15BQ110NR	15BQ110NR	957	USD
savingslots_440	cluster_21996	7	HP 2SU15UT 14 446pbg5 i58250u 256gb 8g	HP	"hp smartbuy pb446g5 i5-8250u 14 8gb/256 pc intel i5-8250u, 14.0 hd led sva ts, uma, webcam, 8gb ddr4, 256gb ssd, ac+bt, 3c batt, fpr, w10 pro64, 1yr wrty u.s. - english localizationweight: 5.4 (lbs)"	1.91629E+11	81FK0000US	81FK0000US	945	USD
savingslots_443	cluster_22559	14	Lenovo 20L5004HUS Ts t480 i5 8gb 500gb	Lenovo	"thinkpad t480, intel core i5-8250u (1.60ghz, 6mb), 14.0 1366x768, windows 10 pro 64, 8.0gb, 1x500gb sata iii, intel uhd 620, bluetooth 4.1, 720p hd camera, 1 year depotweight: 5.7 (lbs)"	1.92331E+11	20KS003QUS	20KS003QUS	944	USD
savingslots_444	cluster_22257	6	ASUS UX331UADS71 13.3 8550u 8gb win 10	ASUS	"zenbook icicle gold metal no touch screen 13.3inch fhd (1920*1080), matte, ips level wideview intel core i7-8550u 1.8ghz (turbo up to 4ghz) 8gb lpddr3 (on board) intel hd 256gb ssd no optical drive wind"	1.92876E+11	20KN003XUS	20KN003XUS	942	USD
savingslots_446	cluster_22461	9	ASUS UX461UADS51T 14.0 i5 8250u 8gb 256gb w10h	ASUS	"grey. touch screen. 14.0inch fhd (1920*1080), glossy, wv. intel core i5-8250u 1.6ghz (turbo up to 3.4ghz). 8gb lpddr3 (on board). intel hd. 256gb ssd. no optical drive. windows 10 home (64bit). 802.11ac. blueto"	8.8935E+11	81FK009VUS	81FK009VUS	941	USD
savingslots_448	cluster_22468	13	HP 3YE31UT 15.6 650g4 i57200u 4gb/500 pc	HP	"hp smartbuy probook 650g4 i5-7200u 15 4gb/500 pc intel i5-7200u, 15.6 hd ag led sva, uma, webcam, 4gb ddr4, 500gb hdd, dvd+/-rw, ac+bt, 3c batt, fpr, w10 pro64, 1yr wrty+ u.s. - english localizationweight: 6"	1.92545E+11	81EU0008US	81EU0008US	935	USD
savingslots_450	cluster_22605	20	HP 15CX0030NR 15 i5 8300 8g 1t w10 2c	HP	"core i5-8300h qc, dsc gtx 1050ti 4gb, 8gb, 15.6inch fhd ips, non-touch, 1 tb hdd + 128 gb ssd, misc no odd win 2017, 802.11ac 2x2 bt, hd wide fov webcam, dual array digital mics, usb c media, backlit, b&o play,"	1.92545E+11	20KS003SUS	20KS003SUS	926	USD
savingslots_461	cluster_21884	7	HP 1LF91UT 15.6 650 g2 i5-6200u 4g 500gb	HP	"hp smartbuy probook 650 g2 i5-6200u 15.6 4gb/500 pc core i5-6200u, 15.6 fhd ag led sva, uma, 4gb ddr4 ram, 500gb hdd, dvd+/-rw, bt, 3c battery, win 10 pro 64 dg win 7 64, 1yr warranty u.s. - english localiza"	1.90782E+11	81EU000HUS	81EU000HUS	905	USD
savingslots_464	cluster_22517	11	Lenovo 20KS003LUS Ts e580 i7 8gb 500gb	Lenovo	"thinkpad e580, intel core i7-8550u (1.80ghz, 8mb), 15.6 1920x1080, windows 10 pro 64, 8.0gb, 1x500gb sata iii, intel uhd 620, bluetooth 4.1, 720p hd camera, 3cell li-polymer, 1 year depotweight: 6.25 (lbs)"	1.92158E+11	TP412UADB51T	TP412UADB51T	896	USD
savingslots_472	cluster_22268	6	HP 4LB46UT 14 probook 645g4 r52500u	HP	"hp smartbuy pb645g4 r5-2500u 14 8gb/256 pc amd r5-2500u, 14.0 hd ag led sva, uma, webcam, 8gb ddr4, 256gb ssd, ac+bt, 3c batt, fpr, w10 pro64, 1yr wrty+ u.s. - english localizationweight: 5.4 (lbs)"	1.92546E+11	2TA29UT	2TA29UT	881	USD
savingslots_473	cluster_22520	18	HP 1BS16UT 15.6 650 g3 i57200u 4g 500gb	HP	"hp smartbuy probook 650 g3 i5-7200u 15.6 4gb/500 pc core i5-7200u, 15.6 hd ag led sva, uma, 4gb ddr4 ram, 500gb hdd, dvd+/-rw, bt, win 10 pro 64, 1yr warranty u.s. - english localizationweight: 6.95 (lbs)"	1.90781E+11	14BA110NR	14BA110NR	875	USD
savingslots_475	cluster_21494	10	HP 4TK38UT 645g4 r7-2700u 14 8gb/500 pc	HP	"hp pb645g4 r7-2700u 14 8gb/500 pc amd r7-2700u, 14.0 hd ag led sva, uma, webcam, 8gb ddr4, 500gb hdd, ac+bt, 3c batt, fpr, w10 pro64, 1yr wrty u.s. - english localizationweight: 5.45 (lbs)"	1.93015E+11	81D200AMUS	81D200AMUS	870	USD
savingslots_476	cluster_22469	8	ASUS S510UADS71 15.6'' i7 8550u 1.8ghz gold me	ASUS	"gold metal no touch screen 15.6inch nanoedge fhd (1920*1080), matte, wv intel core i7-8550u 1.8ghz (turbo up to 4ghz) 8gb ddr4 2x socket (one slot installed w/ 8gb, one slot open) intel hd 1tb (5400 rpm) + 128g"	8.8935E+11	SP51352N3978	SP51352N3978	870	USD
savingslots_482	cluster_21909	7	Acer SW51252P35RA 12 ci37130u 4g 128ssd w10p	Acer	"acer switch 5 tablet 2-in-1 - 12.0inch 2160x1440 display, intel core i3-7130u cpu, 4gb ram, 128gb ssd, windows 10 proweight: 4.5 (lbs)"	1.91115E+11	80X50003US	80X50003US	864	USD
savingslots_484	cluster_22164	7	Lenovo 80YQ0002US 710s touch 13.3 i7 8gb 512gb	Lenovo	710s plus touch 13ikb 13.3inch (fhd) touch / core i7-7500u / 8gb / 512gb / intel hd graphics 620 / windows 10 home/ 802.11acweight: 5.2 (lbs)	1.91376E+11	20KU001KUS	20KU001KUS	861	USD
savingslots_488	cluster_22291	6	HP 2ST09UT 15.6 450pbg5 i58250u 256gb 8g	HP	"hp smartbuy pb450g5 i5-8250u 15 8gb/256 pc intel i5-8250u, 15.6 fhd ag led uwva, uma, webcam, 8gb ddr4, 256gb ssd, ac+bt, 3c batt, fpr, w10 pro64, 1yr wrty u.s. - english localizationweight: 5.75 (lbs)"	1.91629E+11	S530UADB51GN	S530UADB51GN	855	USD
savingslots_489	cluster_22219	6	Dell LATI54906J9XN 14 i5 8250u 4gb 500gb sata	Dell	"intel core i5-8250u (quad core, 6m cache, 1.6ghz,15w), 2.5inch 500gb sata 7200 rpm hard drive, 4gb, 1x4gb, 2400mhz ddr4 non-ecc, windows 10 pro 64bit english, french, spanish, 14inch hd (1366 x 768) non-touch anti"	8.84116E+11	S510UNDB55	S510UNDB55	854	USD
savingslots_490	cluster_21902	7	Dell G35795965BLK 15.6 i5 8300h 8gb 256gb	Dell	"non touch. dell g3 15 3579. black. 8th generation intel core i5-8300h processor (quad-core, 8mb cache, up to 3.9ghz w/ turbo boost). 8gb 2666mhz ddr4 up to [32gb], (additional memory sold separately). 256 gb"	8.84116E+11	S530UADB51RD	S530UADB51RD	849	USD
savingslots_495	cluster_21682	6	ASUS P2540UBXB51 15.6 8250u 8gb win 10 pro	ASUS	"p-series black no touch screen 15.6inch fhd (1920*1080), matte intel core i5-8250u 1.6ghz (turbo up to 3.4ghz) 8gb ddr4 1x socket (one slot installed w/ 4gb) + [4gb on board] nvidia geforce mx110 2gb"	1.92876E+11	81CA0007US	81CA0007US	839	USD
savingslots_496	cluster_22161	8	ASUS F542UADH71 15.6 i7 7500u 8g w10 256g	ASUS	"dark grey/silver no touch screen 15.6inch fhd (1920 1080), matte intel core i7-7500u 2.7ghz (turbo up to 3.5ghz) 8gb ddr4 2x socket (one slot installed w/ 8gb, one slot open) intel hd 256gb ssd dl dvd rw/cd-rw"	8.8935E+11	I55705395SLV	I55705395SLV	839	USD
savingslots_502	cluster_21947	6	Lenovo 81EM0007US Ip flex 6 i5 8gb 256gb	Lenovo	"cycle 1 2018 ideapad flex 6 -14, 14.0inch fhd ips (1920x1080), touch, i5-8250u, 8gb ddr4, 256gb ssd, no hdd, no odd, integrated graphics, windows 10 home, 2x2 ac, 2x usb 3.0, 1x type c 3.1, hdmi 1.4, 720p hd ca"	1.92331E+11	80X50002US	80X50002US	829	USD
savingslots_504	cluster_22180	6	Lenovo 81F5000EUS Ip 330s 15.6 i5 8gb 256gb	Lenovo	"cycle 2 2018 ideapad 330s-15, 15.6inch ips fhd (1920x1080), non-touch, i5-8250u, 8gb ddr4, 256gb ssd, no hdd, no odd, integrated graphics, windows 10 home, 802.11ac, 1x usb type c, 1xusb 3.0, 1x usb 2.0, 720p h"	1.92331E+11	2ST02UT	2ST02UT	821	USD
savingslots_505	cluster_21996	7	Lenovo 81FK0000US Ip 330 i5 8gb 1tb	Lenovo	"cycle 1 2018 ideapad 330-15, 15.6inch fhd (1920x1080), non-touch, i5-8300h, 8gb ddr4, no ssd, 1tb 5400 hdd, dvdrw, gtx 1050 (maxp) graphics, windows 10 home, 802.11ac, 2xusb 3.0, 1x type c(usb3.0), 0.3 mp camer"	1.92331E+11	SP3145250HT	SP3145250HT	818	USD
savingslots_508	cluster_22559	14	Lenovo 20KS003QUS Ts e580 i5 8gb 256gb	Lenovo	"thinkpad e580, intel core i5-7200u (2.50ghz, 3mb), 15.6 1920x1080, windows 10 pro 64, 8.0gb, 1x256gb ssd pcie, intel hd 620, bluetooth 4.1, 720p hd camera, 3cell li-polymer, 1 year depotweight: 6.15 (lbs)"	1.92158E+11	F505ZADH51	F505ZADH51	815	USD
savingslots_510	cluster_22267	8	HP 2TT74UT 17 pb470g5 i58250u  8gb/500	HP	"hp smartbuy pb470g5 i5-8250u 17 8gb/500 pc intel i5-8250u, 17.3 hd+ ag led sva, dsc, webcam, 8gb ddr4, 500gb hdd, ac+bt, 3c batt, fpr, w10 pro64, 1yr wrtyweight: 7.25 (lbs)"	1.91629E+11	15CR0076NR	15CR0076NR	814	USD
savingslots_513	cluster_22468	13	Lenovo 81EU0008US Ip 530s 14 i5 8gb 256gb	Lenovo	cycle 2 2018 ideapad 530s-14ikb 14.0inch (fhd) core i5-8250u 8gb 256gb intel uhd graphics 620 windows 10 home 802.11ac onyx blackweight: 4.5 (lbs)	1.9233E+11	81DE01M2US	81DE01M2US	814	USD
savingslots_514	cluster_22104	6	HP 15CR0077NR 15  i3 8250  8 256 tch w10 2c	HP	"core i5-8250u qc, uma, 8gb, 15.6inch fhd ips, touch, 256 gb ssd, misc no odd win 2017, 802.11ac 2x2 bt, hd wide fov webcam, dual array digital mics, usb c, standard, b&o play, acadpt 45 watt smart npfc ra, batt"	1.92545E+11	I55705644SLV	I55705644SLV	810	USD
savingslots_515	cluster_22605	20	Lenovo 20KS003SUS Ts e580 i5 8gb 256gb	Lenovo	"thinkpad e580, intel core i5-8250u (1.60ghz, 6mb), 15.6 1920x1080, windows 10 pro 64, 8.0gb, 1x256gb ssd pcie, intel uhd 620, bluetooth 4.1, 720p hd camera, 3cell li-polymer, 1 year depotweight: 6.1 (lbs)"	1.92158E+11	81DJ0003US	81DJ0003US	804	USD
savingslots_516	cluster_22496	9	HP 5HT20UT 15  450g5 i57200u 8gb/256	HP	"hp smartbuy probook 450g5 i5-7200u 15 8gb/256 pc intel i5-7200u, 15.6 fhd ag led uwva, uma, webcam, 8gb ddr4, 256gb ssd, ac+bt, 3c batt, fpr, w10 pro64, 1yr wrtyweight: 5.7 (lbs)"	1.93016E+11	81D30001US	81D30001US	804	USD
savingslots_517	cluster_22105	8	HP 4PY44UT 14 pb360440g1 i38130u 4gb 128	HP	"hp smartbuy pb360440g1 i3-8130u 14 4gb/128 pc intel i3-8130u, 14.0 fhd ag led uwva ts, uma, webcam, 4gb ddr4, 128gb ssd, ac+bt, 3c batt, w10 pro64, 1yr wrty u.s. - english localizationweight: 5.05 (lbs)"	1.92546E+11	81HA0009US	81HA0009US	804	USD
savingslots_518	cluster_22519	10	HP 2WM48UT 15.6 450pbg3 i56200u 500gb 8g	HP	"hp smartbuy probook 450 g3, intel core i5-6200u (2.3ghz, up to 2.8ghz, 3mb cache)8gb 2133 1d, 500gb 5400 hybrid15.6inch led fhd sva ag, uma: hd 520, dvd rw, 802.11 a/b/g/n/ac + bt4.2,bt, tpm, 720p hd webcam, w"	1.92018E+11	15CS0079NR	15CS0079NR	801	USD
savingslots_520	cluster_22247	6	Acer SP51551N51RH 15.6 ci58250u 8g 256ssd w10h	Acer	15.6inch fhd touch ips gray windows 10 home ci58250u 8 gb ram 256gb ssd touch 3rd wifi 2x2 ac+ bt m.2weight: 6.55 (lbs)	1.91115E+11	20KN003TUS	20KN003TUS	798	USD
savingslots_527	cluster_22220	6	HP V1P72UT 14 640g2 i5-6200u 4g 500gb	HP	"hp smartbuy probook 640 g2, i5-6200u processor (2.3 ghz, 3mb cache),4gb 2133 1d, 500gb 7200 2.5inch, 14.0 led hd sva ag, uma: hd 5200, dvd rw, 802.11 a/b/g/n + bt4.1,bt, sc+tpm720p hd webcam, win7pro 64 with wi"	8.89895E+11	I54813083GRY	I54813083GRY	794	USD
